132,6487722493004
429,3459166909316
936,5690211004434
215,1508314139912
740,4117734359631
464,6156534853464
209,65455975833095
731,8743541053842
188,4096727186859
323,0411619055277
562,9629282108335
617,558985537644
812,1659201626508
941,6653418641841
588,9508970496015
726,8148806070978
615,6511784604058
888,8869262248683
819,0047036479249
267,49299707240095
379,6393776217659
720,3324709182291
397,7471328795641
675,7254058847788
917,2255725680038
173,0255330787159
523,4300381147443
456,8111938688956
374,0729343491015
623,4069408957879
901,7204284210319
582,7261118603526
927,3491618816505
552,9554768712053
596,8200989052746
994,2104019663345
398,7553492648319
171,08685126113093
624,1759356689528
482,40533647239454
677,649037157022
461,82479865933993
831,6108039727484
288,25874938082825
316,0927645005718
918,7887945765577
468,29071611552064
785,000317816157
619,091211268255
734,2396534207462
687,5639158243146
969,9509416566933
928,8090882491363
542,1422547391347
632,1984442100853
412,3163013310713
131,59878381136747
360,84361521566456
297,9252588459874
667,3862403572473
941,1856153706021
752,8433658894354
457,80141975628277
565,0027318228981
421,32073348449575
980,2368163504809
690,2098236559935
359,2104432914455
444,8452429589095
594,7404950832671
428,05953134226587
544,5643271992749
364,7109905559155
436,59936717553035
589,843959915379
917,8145789624259
888,7216669454806
209,4883834987359
459,632641384207
998,4367779914461
704,7348169631953
738,4297202985872
837,7199826006405
639,8332809283553
935,8430250714733
931,7694867643386
653,9170236112163
485,2069071425157
920,75703266112
284,50379757420336
962,6116181549671
137,91173404916736
873,1615924151436
956,7896953117054
541,2197211017924
924,8056712675866
104,02337890305714
366,60807214985044
866,9380158963324
335,85594815009085
